attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
Existing Customer,36,M,2,College,Married,$40K - $60K,Gold,23981
Existing Customer,30,M,0,College,Married,$60K - $80K,Blue,19534
Attrited Customer,42,M,3,High School,Married,$80K - $120K,Blue,22993
Existing Customer,51,M,2,Unknown,Single,$120K +,Silver,34516
Existing Customer,59,M,1,Unknown,Single,$40K - $60K,Silver,15164
Existing Customer,45,M,4,Graduate,Married,Less than $40K,Blue,7231
Existing Customer,56,M,2,College,Single,$60K - $80K,Gold,34516
Existing Customer,31,M,2,Graduate,Unknown,$80K - $120K,Silver,34516
Existing Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,9215
Existing Customer,32,M,2,Graduate,Married,$80K - $120K,Blue,25438
Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,3759
Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,3029
Attrited Customer,30,F,0,Graduate,Divorced,Less than $40K,Blue,4203
Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,21526
Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Silver,12207
Existing Customer,39,F,2,Graduate,Single,Unknown,Silver,32089
Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,3541
Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,7139
Existing Customer,47,F,3,Unknown,Married,Less than $40K,Blue,3669
Attrited Customer,57,M,3,Unknown,Single,$60K - $80K,Blue,5859
Existing Customer,53,M,2,Unknown,Divorced,$80K - $120K,Blue,15594
Existing Customer,48,M,3,Graduate,Married,$120K +,Gold,34516
Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,6704
Existing Customer,53,M,3,Uneducated,Married,$60K - $80K,Silver,32417
Existing Customer,48,M,1,Graduate,Single,$80K - $120K,Blue,2754
Attrited Customer,41,M,3,Unknown,Married,$60K - $80K,Silver,27945
Existing Customer,51,M,2,Uneducated,Single,$120K +,Blue,34516
Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,7098
Existing Customer,39,F,2,College,Single,Less than $40K,Silver,12338
Existing Customer,51,M,2,High School,Single,$60K - $80K,Blue,16703
Existing Customer,43,M,2,Uneducated,Married,$80K - $120K,Blue,16667
Attrited Customer,54,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,18512
Existing Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,14131
Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,3276
Existing Customer,38,M,4,Post-Graduate,Single,$80K - $120K,Silver,34516
Existing Customer,38,F,2,Uneducated,Married,Less than $40K,Blue,3629
Existing Customer,44,F,4,Unknown,Single,Less than $40K,Silver,13067
Existing Customer,32,M,3,High School,Single,$40K - $60K,Blue,3845
Attrited Customer,41,M,5,Uneducated,Single,$80K - $120K,Blue,12094
Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,34516
Existing Customer,60,F,1,Graduate,Married,Unknown,Blue,13312
Existing Customer,38,F,1,Doctorate,Single,Less than $40K,Blue,3466
Existing Customer,59,M,0,High School,Single,$40K - $60K,Silver,15223
Existing Customer,53,M,1,High School,Married,$120K +,Gold,34516
Attrited Customer,40,F,2,College,Single,Less than $40K,Blue,5989
Attrited Customer,45,M,5,High School,Divorced,$120K +,Blue,5287
Existing Customer,53,M,1,High School,Unknown,$40K - $60K,Blue,9060
Existing Customer,56,M,2,High School,Unknown,$80K - $120K,Blue,4731
Existing Customer,60,F,0,Graduate,Single,$40K - $60K,Blue,9502
Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,29738
Existing Customer,48,F,1,Unknown,Single,Less than $40K,Blue,3918
Existing Customer,58,F,1,Unknown,Married,Less than $40K,Blue,3944
Existing Customer,55,M,2,Uneducated,Married,$120K +,Blue,6577
Existing Customer,51,M,1,Graduate,Married,$120K +,Gold,34516
Existing Customer,46,M,2,Post-Graduate,Married,$80K - $120K,Blue,34516
Existing Customer,45,M,4,Graduate,Unknown,$60K - $80K,Blue,8670
Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,32554
Existing Customer,56,F,1,High School,Unknown,$40K - $60K,Blue,8331
Existing Customer,34,F,4,High School,Single,Unknown,Silver,32056
Existing Customer,48,M,3,Uneducated,Married,$60K - $80K,Blue,15524
Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,4010
Existing Customer,42,M,5,High School,Married,$60K - $80K,Blue,3275
Existing Customer,49,M,1,Unknown,Single,$60K - $80K,Blue,18349
Existing Customer,35,M,2,Post-Graduate,Single,$60K - $80K,Blue,3388
Attrited Customer,32,M,0,Post-Graduate,Single,$40K - $60K,Blue,4015
Attrited Customer,34,M,2,High School,Single,$60K - $80K,Blue,9719
Existing Customer,33,M,2,Post-Graduate,Single,$80K - $120K,Blue,4178
Existing Customer,40,M,2,College,Married,$40K - $60K,Gold,3735
Existing Customer,43,M,4,Uneducated,Married,$60K - $80K,Silver,29856
Existing Customer,29,M,1,Uneducated,Single,$40K - $60K,Blue,11522
Existing Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,3161
Attrited Customer,48,M,2,Graduate,Married,$80K - $120K,Blue,14774
Attrited Customer,39,M,4,Unknown,Married,$60K - $80K,Gold,34516
Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,5118
Attrited Customer,41,M,2,College,Married,$80K - $120K,Blue,14682
Existing Customer,42,M,4,Uneducated,Married,$40K - $60K,Blue,3108
Existing Customer,32,M,3,Graduate,Married,$60K - $80K,Blue,3223
Existing Customer,43,M,1,Graduate,Married,$120K +,Blue,28612
Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Silver,6224
Existing Customer,44,M,4,Doctorate,Married,$80K - $120K,Blue,24134
Existing Customer,36,M,4,High School,Single,$120K +,Blue,27929
Existing Customer,44,F,4,Uneducated,Single,$40K - $60K,Blue,3657
Existing Customer,47,F,3,Post-Graduate,Married,Less than $40K,Blue,8257
Existing Customer,45,F,4,College,Single,$40K - $60K,Gold,23051
Existing Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,14839
Existing Customer,43,M,3,Unknown,Married,$60K - $80K,Blue,3755
Existing Customer,48,M,5,Unknown,Single,$60K - $80K,Blue,3862
Existing Customer,37,M,1,Doctorate,Unknown,$60K - $80K,Blue,7539
Attrited Customer,43,M,4,High School,Married,$80K - $120K,Blue,10588
Existing Customer,59,M,2,Graduate,Single,$40K - $60K,Blue,11808
Existing Customer,31,M,1,High School,Divorced,$40K - $60K,Silver,15504
Attrited Customer,52,F,4,Uneducated,Divorced,Unknown,Blue,12091
Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,13818
Existing Customer,53,F,2,Unknown,Married,$40K - $60K,Blue,4442
Existing Customer,55,M,3,High School,Married,$60K - $80K,Blue,5282
Existing Customer,41,M,3,College,Married,$80K - $120K,Blue,34516
Existing Customer,55,M,1,High School,Single,$80K - $120K,Blue,34516
Existing Customer,31,F,1,Unknown,Married,Less than $40K,Silver,10353
Existing Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,9959
Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Blue,6280
Attrited Customer,57,M,4,Unknown,Divorced,$120K +,Blue,13694
Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,8940
Existing Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,6546
Existing Customer,46,F,2,Unknown,Married,Unknown,Silver,32587
Existing Customer,38,M,2,Graduate,Single,$60K - $80K,Blue,11474
Existing Customer,40,M,5,Unknown,Single,$120K +,Silver,34516
Attrited Customer,56,F,2,High School,Married,Less than $40K,Blue,9463
Existing Customer,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,12552
Existing Customer,39,M,2,Graduate,Single,$60K - $80K,Blue,21679
Existing Customer,42,M,5,Post-Graduate,Unknown,$40K - $60K,Blue,10531
Existing Customer,60,F,1,Uneducated,Single,Less than $40K,Blue,4905
Existing Customer,35,M,3,College,Unknown,$80K - $120K,Silver,34516
Existing Customer,42,M,3,Graduate,Single,$80K - $120K,Silver,34516
Attrited Customer,30,M,2,Graduate,Married,Less than $40K,Silver,10017
Attrited Customer,37,M,2,Uneducated,Unknown,$80K - $120K,Blue,31832
Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,5843
Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,34427
Attrited Customer,34,M,3,High School,Unknown,$80K - $120K,Silver,34516
Existing Customer,48,M,3,Unknown,Unknown,$80K - $120K,Platinum,34516
Existing Customer,31,M,0,Graduate,Divorced,$80K - $120K,Silver,34516
Attrited Customer,47,F,3,Doctorate,Married,Less than $40K,Blue,4779
Existing Customer,51,M,1,Unknown,Single,$60K - $80K,Blue,4248
Existing Customer,43,M,0,Post-Graduate,Single,$40K - $60K,Blue,7872
Existing Customer,41,F,3,Graduate,Unknown,Less than $40K,Blue,6077
Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,3882
Existing Customer,41,F,2,High School,Married,Less than $40K,Blue,7207
Existing Customer,48,F,4,Unknown,Single,$40K - $60K,Blue,6121
Attrited Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,34516
Existing Customer,32,M,1,Uneducated,Married,$40K - $60K,Blue,3535
Attrited Customer,55,F,2,Unknown,Single,Unknown,Silver,34516
Attrited Customer,50,M,1,Graduate,Single,$80K - $120K,Silver,34516
Existing Customer,49,M,2,Unknown,Married,$60K - $80K,Blue,6224
Existing Customer,37,F,0,Doctorate,Single,Less than $40K,Blue,9178
Existing Customer,31,M,1,High School,Married,$60K - $80K,Blue,4328
Existing Customer,52,M,2,College,Married,$80K - $120K,Blue,9959
Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Blue,9634
Existing Customer,35,F,2,Unknown,Divorced,Unknown,Blue,19033
Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,8624
Attrited Customer,44,M,3,Graduate,Divorced,$40K - $60K,Blue,3575
Attrited Customer,44,F,2,Graduate,Unknown,$40K - $60K,Blue,5508
Existing Customer,31,M,2,Graduate,Single,Less than $40K,Blue,5871
Attrited Customer,56,M,1,Uneducated,Single,$60K - $80K,Blue,15219
Existing Customer,46,M,2,Uneducated,Single,$120K +,Blue,34516
Existing Customer,29,M,1,Uneducated,Married,$40K - $60K,Blue,8147
Existing Customer,37,F,2,Post-Graduate,Single,Less than $40K,Blue,3525
Existing Customer,32,M,1,Graduate,Married,$40K - $60K,Blue,9711
Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,11358
Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,6765
Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,4725
Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,3699
Existing Customer,29,M,1,Graduate,Married,$80K - $120K,Silver,34516
Existing Customer,32,F,0,High School,Divorced,Less than $40K,Blue,8851
Existing Customer,52,F,1,College,Unknown,Less than $40K,Blue,8506
Existing Customer,48,M,2,Graduate,Divorced,Less than $40K,Blue,3442
Existing Customer,33,F,2,Graduate,Married,Less than $40K,Blue,3731
Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,7744
Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,5972
Existing Customer,47,M,2,Unknown,Divorced,$80K - $120K,Blue,21714
Existing Customer,32,M,1,Uneducated,Single,$80K - $120K,Blue,3371
Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,9546
Existing Customer,28,F,1,Post-Graduate,Single,Less than $40K,Blue,3848
Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,9199
Existing Customer,43,M,2,High School,Married,$60K - $80K,Blue,13381
Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Blue,2833
Existing Customer,53,F,2,Post-Graduate,Single,Unknown,Blue,15101
Existing Customer,58,F,3,Unknown,Married,Less than $40K,Blue,3603
Existing Customer,51,F,0,Doctorate,Single,Less than $40K,Blue,4132
Existing Customer,39,F,0,College,Single,Less than $40K,Blue,4366
Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,6128
Attrited Customer,44,M,3,Graduate,Unknown,$60K - $80K,Gold,34516
Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,6882
Existing Customer,46,M,4,Uneducated,Married,$80K - $120K,Blue,13490
Existing Customer,39,M,3,High School,Married,$80K - $120K,Blue,17978
Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,3821
Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,3624
Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,3787
Existing Customer,38,F,1,College,Single,Less than $40K,Blue,4623
Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,4343
Existing Customer,43,F,3,High School,Unknown,$40K - $60K,Silver,17328
Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,3803
Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,23889
Existing Customer,50,F,3,Graduate,Divorced,Unknown,Silver,34516
Attrited Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,3999
Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,11782
Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,3220
Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,9742
Attrited Customer,55,M,3,Graduate,Single,$60K - $80K,Blue,4178
Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,34516
Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,26819
Attrited Customer,54,M,1,Graduate,Divorced,$80K - $120K,Blue,9580
Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,7940
Existing Customer,39,M,1,Graduate,Single,$60K - $80K,Gold,34516
Existing Customer,47,M,2,Uneducated,Married,$40K - $60K,Blue,3471
Attrited Customer,51,M,2,Unknown,Single,$120K +,Blue,14938
Existing Customer,49,F,3,Graduate,Divorced,Unknown,Blue,14072
Existing Customer,58,F,1,Unknown,Married,$40K - $60K,Silver,15928
Attrited Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,20798
Existing Customer,60,F,1,Graduate,Single,Less than $40K,Blue,9752
Existing Customer,53,M,1,Unknown,Single,$40K - $60K,Blue,3234
Attrited Customer,45,M,2,Graduate,Married,$80K - $120K,Blue,24844
Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,3090
Attrited Customer,48,F,3,Post-Graduate,Divorced,Less than $40K,Blue,9943
Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,3384
Existing Customer,29,F,1,Uneducated,Single,Less than $40K,Blue,3640
Existing Customer,42,M,4,Uneducated,Married,$80K - $120K,Silver,34516
Existing Customer,45,F,3,Graduate,Married,Less than $40K,Silver,10186
Existing Customer,45,F,2,High School,Single,Less than $40K,Platinum,15987
Attrited Customer,46,M,0,College,Single,$80K - $120K,Blue,16983
Attrited Customer,39,M,2,Unknown,Married,$120K +,Blue,34516
Existing Customer,32,M,2,Uneducated,Single,$80K - $120K,Silver,34516
Existing Customer,38,M,2,High School,Single,$80K - $120K,Blue,34516
Existing Customer,50,F,4,Unknown,Married,$40K - $60K,Blue,4268
Existing Customer,50,F,2,High School,Married,Unknown,Blue,10748
Attrited Customer,37,F,2,Unknown,Married,Unknown,Silver,31718
Attrited Customer,42,M,2,College,Single,$80K - $120K,Blue,9959
Existing Customer,53,M,1,College,Married,$80K - $120K,Silver,34516
Existing Customer,52,M,1,High School,Single,$60K - $80K,Blue,11898
Attrited Customer,57,M,2,Post-Graduate,Single,$80K - $120K,Silver,34516
Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,13056
Existing Customer,60,M,0,Graduate,Single,Less than $40K,Silver,14002
Attrited Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,5500
Attrited Customer,49,M,3,Uneducated,Married,$120K +,Blue,8549
Attrited Customer,56,M,2,Unknown,Married,Less than $40K,Blue,4390
Attrited Customer,55,M,1,College,Single,$80K - $120K,Blue,24884
Existing Customer,55,F,2,Graduate,Married,Unknown,Blue,3591
Attrited Customer,55,F,3,Uneducated,Single,Less than $40K,Blue,4841
Attrited Customer,31,M,2,Unknown,Unknown,$80K - $120K,Blue,4246
Existing Customer,44,F,4,Graduate,Single,Unknown,Blue,7469
Existing Customer,54,M,2,Graduate,Divorced,$80K - $120K,Blue,29974
Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,20724
Existing Customer,53,M,2,High School,Single,$120K +,Blue,21079
Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,3720
Attrited Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,11077
Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,12024
Attrited Customer,48,M,5,Graduate,Single,$40K - $60K,Blue,4446
Existing Customer,54,M,3,Graduate,Married,$120K +,Blue,34516
Existing Customer,32,M,0,Unknown,Married,Less than $40K,Silver,11511
Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Silver,34516
Existing Customer,42,M,3,Uneducated,Married,$120K +,Blue,19192
Existing Customer,29,M,0,Post-Graduate,Married,Less than $40K,Blue,3076
Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,4196
Existing Customer,45,M,3,Graduate,Single,$60K - $80K,Blue,3243
Existing Customer,56,F,1,High School,Married,Unknown,Blue,17542
Existing Customer,46,M,4,High School,Married,$80K - $120K,Blue,32949
Existing Customer,41,F,2,Doctorate,Married,Unknown,Silver,32250
Existing Customer,50,F,2,Graduate,Married,Unknown,Gold,34516
Existing Customer,52,F,2,College,Divorced,$40K - $60K,Gold,23981
Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,4090
Existing Customer,32,F,0,High School,Single,Unknown,Blue,4251
Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,4119
Existing Customer,60,M,1,High School,Married,Less than $40K,Silver,13399
Existing Customer,44,F,0,Unknown,Married,Less than $40K,Blue,9070
Existing Customer,48,F,4,Uneducated,Married,Unknown,Blue,7469
Attrited Customer,57,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,23714
Existing Customer,52,F,2,High School,Divorced,Less than $40K,Blue,5240
Attrited Customer,34,M,3,Post-Graduate,Single,$40K - $60K,Blue,3744
Existing Customer,40,M,2,Uneducated,Single,$80K - $120K,Blue,15594
Existing Customer,45,M,4,High School,Single,$60K - $80K,Blue,8449
Attrited Customer,59,M,0,High School,Single,$80K - $120K,Gold,34516
Existing Customer,43,M,3,Unknown,Unknown,$80K - $120K,Blue,9959
Existing Customer,30,M,2,College,Single,$60K - $80K,Blue,4192
Existing Customer,38,F,1,High School,Married,Less than $40K,Blue,3416
Existing Customer,42,M,4,Doctorate,Single,$60K - $80K,Blue,3322
Existing Customer,50,M,1,Uneducated,Single,$60K - $80K,Blue,14217
Existing Customer,49,M,4,College,Single,$60K - $80K,Blue,17350
Existing Customer,58,M,4,High School,Married,$60K - $80K,Blue,13784
Existing Customer,54,F,1,Uneducated,Married,Less than $40K,Blue,3181
Existing Customer,39,F,3,Graduate,Unknown,Less than $40K,Blue,5325
Attrited Customer,48,F,1,Uneducated,Single,$40K - $60K,Gold,23981
Existing Customer,36,M,2,Graduate,Married,Less than $40K,Blue,3920
Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,5158
Existing Customer,57,F,2,Unknown,Married,$40K - $60K,Blue,5073
Existing Customer,47,F,2,High School,Married,$40K - $60K,Blue,4074
Existing Customer,27,M,1,Graduate,Single,$40K - $60K,Blue,10284
Existing Customer,42,M,3,Uneducated,Married,$120K +,Platinum,34516
Attrited Customer,53,M,3,High School,Single,$80K - $120K,Silver,34516
Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,3999
Existing Customer,50,F,0,Post-Graduate,Divorced,Less than $40K,Blue,3468
Existing Customer,50,M,4,Graduate,Married,$80K - $120K,Blue,11900
Attrited Customer,51,F,1,High School,Single,Unknown,Blue,9701
Existing Customer,61,M,0,Graduate,Single,$80K - $120K,Gold,34516
Attrited Customer,30,F,0,Uneducated,Married,Less than $40K,Blue,6075
Existing Customer,60,M,0,Uneducated,Married,$40K - $60K,Blue,13035
Attrited Customer,43,M,2,Post-Graduate,Single,$60K - $80K,Blue,17306
Attrited Customer,41,F,4,Uneducated,Single,Less than $40K,Gold,15987
Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Silver,34516
Existing Customer,36,M,2,High School,Married,$120K +,Blue,34516
Existing Customer,27,F,1,High School,Married,Unknown,Blue,7469
Attrited Customer,59,M,0,College,Married,$80K - $120K,Blue,12918
Attrited Customer,59,F,1,High School,Single,Less than $40K,Blue,4085
Existing Customer,55,M,1,Graduate,Married,$40K - $60K,Blue,3705
Existing Customer,56,F,1,High School,Married,Less than $40K,Blue,5319
Existing Customer,34,M,3,Graduate,Married,$40K - $60K,Blue,4549
Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,15894
Existing Customer,32,M,1,Unknown,Single,$40K - $60K,Silver,17894
Attrited Customer,49,F,3,Unknown,Single,Less than $40K,Blue,5855
Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Silver,13062
Attrited Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,7428
Existing Customer,39,M,2,College,Married,Less than $40K,Blue,8848
Existing Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,7362
Existing Customer,53,M,5,Graduate,Single,$120K +,Gold,34516
Existing Customer,35,M,3,Post-Graduate,Married,$80K - $120K,Blue,4380
Existing Customer,47,M,2,Uneducated,Single,$60K - $80K,Blue,12510
Existing Customer,52,M,5,Unknown,Single,$60K - $80K,Blue,23712
Existing Customer,57,F,2,Doctorate,Single,Less than $40K,Blue,9149
Existing Customer,47,F,3,Uneducated,Single,Unknown,Silver,34516
Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,3784
Existing Customer,39,M,1,High School,Single,$80K - $120K,Blue,9680
Existing Customer,50,M,4,High School,Married,$120K +,Blue,34516
Existing Customer,60,F,1,High School,Married,Less than $40K,Blue,3845
Existing Customer,41,M,2,Uneducated,Single,$40K - $60K,Blue,13409
Attrited Customer,50,M,2,Graduate,Single,$80K - $120K,Silver,34516
Existing Customer,51,M,0,Unknown,Married,$80K - $120K,Blue,8065
Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,20501
Existing Customer,41,M,3,College,Single,$60K - $80K,Blue,23260
Attrited Customer,44,F,5,Post-Graduate,Unknown,Less than $40K,Blue,9073
Existing Customer,36,M,1,Graduate,Single,$60K - $80K,Blue,20101
Attrited Customer,31,M,0,Graduate,Married,Less than $40K,Blue,6911
Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,3423
Existing Customer,40,F,3,College,Single,Less than $40K,Silver,10729
Existing Customer,49,F,4,High School,Single,Unknown,Silver,34516
Attrited Customer,46,M,4,Unknown,Married,$80K - $120K,Blue,34516
Existing Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,28570
Existing Customer,29,M,1,High School,Married,$60K - $80K,Blue,12495
Attrited Customer,46,M,3,College,Married,$60K - $80K,Blue,13344
Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,32563
Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,3375
Existing Customer,50,M,2,College,Married,$60K - $80K,Blue,12299
Attrited Customer,60,M,1,High School,Single,Less than $40K,Blue,4613
Existing Customer,55,F,2,Doctorate,Married,Less than $40K,Silver,10858
Existing Customer,57,M,3,Post-Graduate,Single,$80K - $120K,Blue,34516
Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,4207
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,3336
Existing Customer,45,F,5,Unknown,Unknown,Less than $40K,Blue,5465
Existing Customer,55,F,1,College,Single,Less than $40K,Silver,12633
Existing Customer,39,M,1,College,Single,$80K - $120K,Blue,34516
Attrited Customer,35,F,0,Doctorate,Married,Less than $40K,Blue,3876
Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,3326
Existing Customer,49,M,4,Post-Graduate,Single,$120K +,Silver,34516
Attrited Customer,32,M,3,Graduate,Married,$40K - $60K,Blue,3264
Existing Customer,46,M,1,Graduate,Married,$40K - $60K,Blue,6903
Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,2940
Existing Customer,51,M,1,Uneducated,Married,$60K - $80K,Blue,13731
Attrited Customer,52,M,1,Unknown,Single,$40K - $60K,Blue,4826
Attrited Customer,43,M,5,Graduate,Married,$60K - $80K,Blue,4259
Existing Customer,38,M,1,Uneducated,Unknown,$40K - $60K,Blue,3523
Existing Customer,44,M,3,College,Married,$60K - $80K,Gold,34516
Existing Customer,47,F,4,High School,Unknown,Unknown,Blue,16998
Existing Customer,56,M,2,Graduate,Single,$120K +,Blue,11714
Attrited Customer,32,M,0,College,Single,$60K - $80K,Blue,4097
Attrited Customer,41,F,3,High School,Married,Less than $40K,Blue,3952
Attrited Customer,41,F,4,Unknown,Single,Unknown,Blue,29295
Existing Customer,31,F,0,Post-Graduate,Single,Unknown,Blue,26423
Existing Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,3196
Attrited Customer,50,F,0,Graduate,Married,Less than $40K,Blue,4935
Existing Customer,31,M,0,Graduate,Single,$60K - $80K,Silver,34516
Attrited Customer,47,M,2,Graduate,Married,$80K - $120K,Blue,12933
Existing Customer,42,M,4,Graduate,Unknown,$60K - $80K,Silver,29937
Existing Customer,48,F,2,Graduate,Single,Less than $40K,Blue,8881
Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,27514
Existing Customer,45,M,2,Uneducated,Married,$80K - $120K,Blue,32275
Existing Customer,48,F,3,Uneducated,Divorced,Less than $40K,Blue,4107
Existing Customer,53,F,2,High School,Married,Unknown,Blue,7469
Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,5023
Attrited Customer,36,F,2,Unknown,Single,Less than $40K,Blue,6071
Existing Customer,45,M,3,Doctorate,Single,$60K - $80K,Silver,27494
Existing Customer,41,F,1,High School,Divorced,Less than $40K,Blue,7106
Existing Customer,43,M,5,Post-Graduate,Single,$60K - $80K,Blue,17230
Existing Customer,49,M,4,Post-Graduate,Single,$80K - $120K,Blue,30885
Existing Customer,53,F,1,Unknown,Unknown,Less than $40K,Blue,3629
Attrited Customer,39,M,2,Uneducated,Married,$120K +,Silver,34516
Existing Customer,50,F,1,Graduate,Single,Unknown,Blue,17970
Existing Customer,38,M,3,Graduate,Married,Less than $40K,Silver,10343
Attrited Customer,43,M,3,Uneducated,Single,$40K - $60K,Blue,9267
Existing Customer,55,F,2,College,Married,$40K - $60K,Blue,2985
Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Silver,14386
Existing Customer,38,M,1,High School,Single,$40K - $60K,Blue,3581
Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,3079
Existing Customer,48,F,2,Unknown,Single,Less than $40K,Blue,3594
Existing Customer,34,M,1,Uneducated,Married,$60K - $80K,Blue,10488
Attrited Customer,50,M,3,College,Single,$80K - $120K,Silver,34516
Attrited Customer,41,M,3,Doctorate,Single,$80K - $120K,Blue,24001
Existing Customer,49,F,2,Post-Graduate,Married,Less than $40K,Blue,5500
Existing Customer,37,M,1,Uneducated,Married,$120K +,Blue,34516
Existing Customer,46,M,2,Graduate,Single,$120K +,Blue,7790
Existing Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,10301
Existing Customer,48,F,4,High School,Single,Unknown,Blue,23939
Existing Customer,31,M,0,Graduate,Divorced,$80K - $120K,Blue,21615
Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,8712
Attrited Customer,37,F,2,Uneducated,Unknown,Less than $40K,Silver,12203
Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,15483
Existing Customer,45,M,0,Uneducated,Single,$80K - $120K,Blue,20356
